Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Courses Available,Geocoded Address,NPI,Last Report Date,Provider Status,Provider Note
St Lukes Cornwall Hospital Newburg,70 Dubois Street,,Newburgh,Orange,NY,12550,00002-7589-01,Bebtelovimab,56,POINT (-74.01449 41.50341),,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01090,416 ROUTE 9W,CVS Pharmacy,Glenmont,Albany,NY,12077,00069-1085-30,Paxlovid,27,POINT (-73.791665 42.60119),1780788539.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 00610,405 ERIE BOULEVARD WEST,,Rome,Oneida,NY,13440-4803,00069-1085-30,Paxlovid,34,POINT (-75.46618 43.21281),1649380551.0,04/30/2022 12:00:00 AM,ACTIVE,
Glens Falls Hospital,100 PARK ST,,Glens Falls,Warren,NY,12801-0000,00069-1085-30,Paxlovid,32,POINT (-73.646803 43.30693),,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 01302,657 BROADWAY,,Newburgh,Orange,NY,12550-5131,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-74.039215 41.50162),1932210168.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10619,3199 LONG BEACH ROAD,,Oceanside,Nassau,NY,11572-4107,00069-1085-30,Paxlovid,6,POINT (-73.63975 40.63339),1437258795.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #16064,81 ROUTE 303,,Tappan,Rockland,NY,10983,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-73.942445 41.018225),1972051027.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03597,535 PORTLAND AVENUE,,Rochester,Monroe,NY,14621-5117,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-77.5915 43.17578),1326157835.0,04/30/2022 12:00:00 AM,ACTIVE,
NEW YORK COMMUNITY HOSPITAL,2525 KINGS HIGHWAY,,Brooklyn,Kings,NY,11219,00002-7589-01,Bebtelovimab,20,POINT (-73.94843 40.613885),1215030697.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 02727,1510 SAINT NICHOLAS AVENUE,,New York,New York,NY,10033-3124,00069-1085-30,Paxlovid,21,POINT (-73.93142 40.85209),1407965924.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10681,172 NORTH MAIN STREET,,Gloversville,Fulton,NY,12078-2401,00006-5055-06,Lagevrio (molnupiravir),37,POINT (-74.34183 43.055095),1336248699.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10836,2401 GENESEE STREET,,Cheektowaga,Erie,NY,14225-2805,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-78.79427 42.91929),1003915273.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #02672,150 COURT STREET,CVS Pharmacy,Brooklyn,Kings,NY,11201,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-73.99297 40.68877),1700980554.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02144,1396 SECOND AVENUE,CVS Pharmacy,New York,New York,NY,10021,00069-1085-30,Paxlovid,20,POINT (-73.95796 40.76916),1083718845.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10886,119 WEST 2ND STREET,,Elmira,Chemung,NY,14901-2729,00069-1085-30,Paxlovid,31,POINT (-76.808385 42.09122),1730288903.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #10546,3535 MOUNT READ BLVD,,Rochester,Monroe,NY,14616,00006-5055-06,Lagevrio (molnupiravir),42,POINT (-77.659595 43.22327),1619291028.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 04195,282 8TH AVENUE,,New York,New York,NY,10001-4801,00069-1085-30,Paxlovid,5,POINT (-73.99772 40.74605),1154430536.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10535,385 BAY STREET STE 1,,Staten Island,Richmond,NY,10301-3264,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-74.07547 40.63266),1902905177.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #11716,321 W WASHINGTON ST,,Bath,Steuben,NY,14810,00006-5055-06,Lagevrio (molnupiravir),10,POINT (-77.33067 42.33733),1619146594.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #17790,8973-95 Bay Parkway,CVS Pharmacy,Brooklyn,Kings,NY,11214,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-74.00083 40.59505),1396332771.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #1810,26 W Merritt Blvd,,Fishkill,Dutchess,NY,12524,00069-1085-30,Paxlovid,17,POINT (-73.89603 41.52935),1336166560.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01963,510 MIDDLE NECK ROAD,CVS Pharmacy,Great Neck,Nassau,NY,11023,00069-1085-30,Paxlovid,19,POINT (-73.73454 40.80016),1952405714.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #12381,10 N MAIN ST,,Wellsville,Allegany,NY,14895,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-77.94614 42.120743),1457532418.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00644,8430 NEW UTRECHT AVE.,CVS Pharmacy,Brooklyn,Kings,NY,11214,00069-1085-30,Paxlovid,74,POINT (-74.00193 40.60816),1790981975.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #04610,2801 GUILDERLAND AVE.,CVS Pharmacy,Rotterdam,Schenectady,NY,12306,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-73.9713 42.78728),1306949136.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #10688,203 SOUTH PLANK RD.,CVS Pharmacy,Newburgh,Orange,NY,12550,00006-5055-06,Lagevrio (molnupiravir),144,POINT (-74.07074 41.526085),1386148740.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #11904,8 W MAIN ST,,Le Roy,Genesee,NY,14482,00006-5055-06,Lagevrio (molnupiravir),44,POINT (-77.99284 42.97817),1114152642.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10655,273 PINE HOLLOW ROAD,,Oyster Bay,Nassau,NY,11771-1401,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.53467 40.85816),1811096142.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #18339,4500 SUNRISE HWY,,Oakdale,Suffolk,NY,11769,00069-1085-30,Paxlovid,14,POINT (-73.11877 40.752455),1093231292.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #06056,1125 BAY STREET,CVS Pharmacy,Staten Island,Richmond,NY,10305,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-74.06686 40.61564),1982707444.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02180,163 ROBINSON STREET,CVS Pharmacy,Binghamton,Broome,NY,13904,00006-5055-06,Lagevrio (molnupiravir),18,POINT (-75.88925 42.10796),1548368178.0,04/29/2022 12:00:00 AM,ACTIVE,
SAMARITAN HOSP PURCHASING,2215 Burdett Ave,,Troy,Rensselaer,NY,12180,00002-7589-01,Bebtelovimab,195,POINT (-73.672605 42.73351),,04/21/2022 12:00:00 AM,ACTIVE,
Walgreens Store #19539,10 EAST AVE,,Albion,Orleans,NY,14411,00006-5055-06,Lagevrio (molnupiravir),46,POINT (-78.1932 43.240605),1184149700.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03838,40 WEST MAIN STREET,,Springville,Erie,NY,14141-1014,00006-5055-06,Lagevrio (molnupiravir),39,POINT (-78.66884 42.5084),1164531547.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #00522,577 NORTH AVE,CVS Pharmacy,New Rochelle,Westchester,NY,10801,00069-1085-30,Paxlovid,12,POINT (-73.7879 40.92169),1477657211.0,04/29/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 561,2650 SUNRISE HIGHWAY,,East Islip,Suffolk,NY,11730,00069-1085-30,Paxlovid,34,POINT (-73.20074 40.7421),1972535821.0,04/30/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #1781,819 Bennie Rd,,Cortland,Cortland,NY,13045,00069-1085-30,Paxlovid,4,POINT (-76.21834 42.56809),1699792762.0,04/29/2022 12:00:00 AM,ACTIVE,
NIAGARA APOTHECARY INC,8745 NIAGARA FALLS BLVD,,Niagara Falls,Niagara,NY,14304,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-78.961425 43.092025),1114932704.0,05/01/2022 12:00:00 AM,ACTIVE,
Kinney Drugs #65,2085 Route 5 and 20,,Seneca Falls,Seneca,NY,13148,00006-5055-06,Lagevrio (molnupiravir),46,POINT (-76.7695 42.91427),1477660645.0,04/29/2022 12:00:00 AM,ACTIVE,
ROME MEMORIAL HOSPITAL,1500 N JAMES ST,,Rome,Oneida,NY,13440,00002-7589-01,Bebtelovimab,30,POINT (-75.44391 43.22924),,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10592,43-20 BELL BLVD.,,Bayside,Queens,NY,11361-2865,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.76982 40.76079),1275632432.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #00745,594 ATLANTIC AVE.,CVS Pharmacy,East Rockaway,Nassau,NY,11518,00069-1085-30,Paxlovid,20,POINT (-73.66368 40.64119),1841486594.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00697,1100 EAST BOSTON POST ROAD,CVS Pharmacy,Mamaroneck,Westchester,NY,10543,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.72148 40.95381),1164526828.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02908,488 ROUTE 17M,CVS Pharmacy,Monroe,Orange,NY,10950,00006-5055-06,Lagevrio (molnupiravir),97,POINT (-74.17598 41.319285),1982708749.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00731,34 CONGRESS ST.,CVS Pharmacy,Saratoga Springs,Saratoga,NY,12866,00069-1085-30,Paxlovid,68,POINT (-73.78863 43.07854),1891899555.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10836,2401 GENESEE STREET,,Cheektowaga,Erie,NY,14225-2805,00069-1085-30,Paxlovid,14,POINT (-78.79427 42.91929),1003915273.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #05047,584 NEW LOUDON ROAD,CVS Pharmacy,Latham,Albany,NY,12110,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-73.760942 42.72646),1053414805.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #06237,399 JERUSALEM AVE.,CVS Pharmacy,Hicksville,Nassau,NY,11801,00069-1085-30,Paxlovid,21,POINT (-73.51842 40.75111),1326377797.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01997,10 S. BEDFORD RD.,CVS Pharmacy,Mount Kisco,Westchester,NY,10549,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-73.72256 41.19655),1598938276.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10790,511 HOOPER ROAD,,Endwell,Broome,NY,13760-1907,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-76.018782 42.116955),1174623524.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #17260,3122 MONROE AVE,,Rochester,Monroe,NY,14618,00006-5055-06,Lagevrio (molnupiravir),44,POINT (-77.54247 43.10725),1275057572.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01118,970 MONTAUK HIGHWAY,CVS Pharmacy,Bayport,Suffolk,NY,11705,00069-1085-30,Paxlovid,19,POINT (-73.045581 40.74874),1851495519.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05066,470 W. MAIN STREET,CVS Pharmacy,Patchogue,Suffolk,NY,11772,00069-1085-30,Paxlovid,25,POINT (-73.0302 40.760175),1871738427.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 01881,185 KINGS HIGHWAY,,Brooklyn,Kings,NY,11223-1105,00069-1085-30,Paxlovid,16,POINT (-73.9846 40.6058),1093826158.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #11132,196 ORCHARD STREET,CVS Pharmacy,New York,New York,NY,10002,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.987826 40.72229),1861053605.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02047,"660 COLUMBUS AVE, ROSE HILL S/C",CVS Pharmacy,Thornwood,Westchester,NY,10594,00069-1085-30,Paxlovid,20,POINT (-73.77147 41.11439),1306944012.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10826,291 WEST FERRY STREET,,Buffalo,Erie,NY,14213-1816,00069-1085-30,Paxlovid,34,POINT (-78.890634 42.91528),1386743565.0,04/30/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 545,55 MOTOR AVENUE,,Farmingdale,Nassau,NY,11735,00069-1085-30,Paxlovid,20,POINT (-73.44646 40.72605),1194048942.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 04991,109-07 101ST AVENUE,,Jamaica,Queens,NY,11419-1029,00069-1085-30,Paxlovid,15,POINT (-73.83397 40.68782),1841309747.0,04/30/2022 12:00:00 AM,ACTIVE,
Little Falls Hospital,140 Burwell Street,,Little Falls,Herkimer,NY,13365,00002-7589-01,Bebtelovimab,5,POINT (-74.8475 43.04356),,04/27/2022 12:00:00 AM,ACTIVE,
Rite Aid 10579,6423 FORT HAMILTON PKWY.,,Brooklyn,Kings,NY,11219-5520,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-74.010675 40.629662),1740389097.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #08317,270 HALSTEAD AVENUE #278,CVS Pharmacy,Harrison,Westchester,NY,10528,00069-1085-30,Paxlovid,67,POINT (-73.713515 40.968945),1649599143.0,04/29/2022 12:00:00 AM,ACTIVE,
Monter Cancer Center,450 Lakeville Road,,New Hyde Park,Nassau,NY,11042,00310-7442-02,Evusheld,125,POINT (-73.70168 40.75653),,04/28/2022 12:00:00 AM,ACTIVE,
Rite Aid 01913,214 LOCKPORT STREET,,Youngstown,Niagara,NY,14174-1008,00069-1085-30,Paxlovid,3,POINT (-79.04748 43.25107),1568571883.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #00560,242-24 NORTHERN BOULEVARD,CVS Pharmacy,Douglaston,Queens,NY,11362,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.74339 40.76522),1780782490.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 01809,222-14 LINDEN BOULEVARD,,Cambria Heights,Queens,NY,11411-1606,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.73818 40.69439),1295844512.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #17182,97 E MAIN ST,,Canton,Saint Lawrence,NY,13617,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-75.152405 44.596995),1437674223.0,04/29/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 501,154 WESTCHESTER AVE,,White Plains,Westchester,NY,10601,00069-1085-30,Paxlovid,20,POINT (-73.75692 41.03337),1760414627.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #00589,"955 PAYNE AVE, MID-CITY PLAZA",CVS Pharmacy,North Tonawanda,Niagara,NY,14120,00069-1085-30,Paxlovid,20,POINT (-78.87672 43.05053),1982702627.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01229,151 PINE HOLLOW RD,OYSTER BAY PLAZA,Oyster Bay,Nassau,NY,11771,00069-1085-30,Paxlovid,19,POINT (-73.53552 40.86016),1669570297.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #05956,275 BROADWAY,,Amityville,Suffolk,NY,11701,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-73.41614 40.680945),1609881770.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02361,245 EAST MAIN STREET,CVS Pharmacy,Middletown,Orange,NY,10940,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-74.408775 41.44666),1831293679.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2166,6438 Basile Rowe,,East Syracuse,Onondaga,NY,13057,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-76.060145 43.06121),1235156472.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #17660,500 W SUNRISE HWY,CVS Pharmacy,Valley Stream,Nassau,NY,11581,00069-1085-30,Paxlovid,20,POINT (-73.7207 40.66462),1134141765.0,04/29/2022 12:00:00 AM,ACTIVE,
Dr Mehri Songhorian,2a Shore Park Rd,,Great Neck,Nassau,NY,11023,00002-7589-01,Bebtelovimab,10,POINT (-73.74464 40.79165),1407838766.0,04/28/2022 12:00:00 AM,ACTIVE,
Upstate University Hospital,Upstate University Hospital,Upstate University Hospital,Syracuse,Onondaga,NY,13210,00002-7589-01,Bebtelovimab,116,POINT (-76.118 43.0297),,04/28/2022 12:00:00 AM,ACTIVE,
CVS Store #07019,150 EAST 42ND ST.,CVS Pharmacy,New York,New York,NY,10017,00069-1085-30,Paxlovid,103,POINT (-73.93831 40.6522),1942497250.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #17756,1520 Forest Avenue,CVS Pharmacy,Staten Island,Richmond,NY,10302,00069-1085-30,Paxlovid,16,POINT (-74.13981 40.6237),1497385967.0,04/29/2022 12:00:00 AM,ACTIVE,
Cayuga Medical Center of Ithaca,101 Dates Drive,,Ithaca,Tompkins,NY,14850,00310-7442-02,Evusheld,187,POINT (-76.537628 42.468905),,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #09498,1815 WADING RIVER MANOR RD,,Wading River,Suffolk,NY,11792,00069-1085-30,Paxlovid,15,POINT (-72.842525 40.94291),1629234869.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05191,964 MONTAUK HWY.,CVS Pharmacy,Shirley,Suffolk,NY,11967,00069-1085-30,Paxlovid,12,POINT (-72.86132 40.801935),1508960360.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03858,901 EAST GUN HILL ROAD,,Bronx,Bronx,NY,10469-3707,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.85978 40.87556),1912017807.0,04/30/2022 12:00:00 AM,ACTIVE,
Saint Josephs Hospital,127 SOUTH BROADWAY,,Yonkers,Westchester,NY,10701,00069-1085-30,Paxlovid,38,POINT (-73.89728 40.93901),,04/27/2022 12:00:00 AM,ACTIVE,
PEARL RIVER SHOP RITE 219,26 N MIDDLETOWN RD,,Pearl River,Rockland,NY,10965,00069-1085-30,Paxlovid,18,POINT (-74.01157 41.05885),,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #06066,2495 BROADWAY,CVS Pharmacy,New York,New York,NY,10025,00069-1085-30,Paxlovid,46,POINT (-73.97365 40.7927),1700011962.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #18251,1422 S MAIN ST,,Medina,Orleans,NY,14103,00006-5055-06,Lagevrio (molnupiravir),45,POINT (-78.38813 43.20778),1417471863.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10642,695 EAST JERICHO TURNPIKE,,Huntington Station,Suffolk,NY,11746-7502,00069-1085-30,Paxlovid,12,POINT (-73.383985 40.835065),1255361275.0,04/30/2022 12:00:00 AM,ACTIVE,
THE UNITY HOSPITAL OF ROCHESTER,1555 Long Pond Rd,,Rochester,Monroe,NY,14626,00069-1085-30,Paxlovid,136,POINT (-77.70794 43.19139),,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 01807,1224 EAST LOVEJOY STREET,,Buffalo,Erie,NY,14206-1216,00069-1085-30,Paxlovid,13,POINT (-78.80287 42.88997),1386755437.0,04/30/2022 12:00:00 AM,ACTIVE,
NORTH SHORE UNIV HOSP,225 Community Dr. Suite 140,,Great Neck,Nassau,NY,11021,00006-5055-06,Lagevrio (molnupiravir),1285,POINT (-73.70792 40.78081),,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #19535,305 COLUMBIA ST,,Rensselaer,Rensselaer,NY,12144,00006-5055-06,Lagevrio (molnupiravir),71,POINT (-73.745485 42.63448),1841714110.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02218,3750 MOUNT READ BLVD.,CVS Pharmacy,Rochester,Monroe,NY,14616,00069-1085-30,Paxlovid,96,POINT (-77.65835 43.22725),1063516821.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00649,358 BUFFALO STREET,CVS Pharmacy,Hamburg,Erie,NY,14075,00069-1085-30,Paxlovid,20,POINT (-78.82609 42.72488),1356445019.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10671,864 MIDDLE COUNTRY ROAD,,Middle Island,Suffolk,NY,11953-2542,00069-1085-30,Paxlovid,17,POINT (-72.93973 40.882465),1346349602.0,04/30/2022 12:00:00 AM,ACTIVE,
Bassett Medical Center OP Pharmacy,One Atwell Road,Outpatient Pharmacy,Cooperstown,Otsego,NY,13326,00310-7442-02,Evusheld,64,POINT (-74.9233 42.69599),,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01222,"1944 DEER PARK AVE, DEER PARK S/C",CVS Pharmacy,Deer Park,Suffolk,NY,11729,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-73.33065 40.76433),1073611604.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02361,245 EAST MAIN STREET,CVS Pharmacy,Middletown,Orange,NY,10940,00069-1085-30,Paxlovid,46,POINT (-74.408775 41.44666),1831293679.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #06054,2465 RICHMOND AVE.,CVS Pharmacy,Staten Island,Richmond,NY,10314,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-74.16693 40.58742),1255434718.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2844,1549 Route 9,,Clifton Park,Saratoga,NY,12065,00069-1085-30,Paxlovid,10,POINT (-73.772444 42.866388),1780601849.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #11961,704 FREEDOM PLAINS RD,STE A1,Poughkeepsie,Dutchess,NY,12603,00006-5055-06,Lagevrio (molnupiravir),40,POINT (-73.8396 41.66893),1972732345.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02052,"3491 MERRICK RD, PARK PLAZA",CVS Pharmacy,Wantagh,Nassau,NY,11793,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.501855 40.66544),1124126834.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #19816,2172 PENFIELD RD,,Penfield,Monroe,NY,14526,00006-5055-06,Lagevrio (molnupiravir),36,POINT (-77.442125 43.13129),1891210019.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02557,253 FIRST AVENUE,CVS Pharmacy,New York,New York,NY,10003,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.98236 40.73196),1760586507.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00576,7182 BOSTON STATE RD.,CVS Pharmacy,Hamburg,Erie,NY,14075,00069-1085-30,Paxlovid,34,POINT (-78.77885 42.68715),1386748101.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #06050,1654 RIC HMOND AVE,CVS Pharmacy,Staten Island,Richmond,NY,10314,00069-1085-30,Paxlovid,20,POINT (-74.16077 40.60932),1073616538.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #06058,260 ARDEN AVE.,CVS Pharmacy,Staten Island,Richmond,NY,10312,00069-1085-30,Paxlovid,20,POINT (-74.1923 40.55324),1871696625.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #12067,416 WINDSOR HWY,,Vails Gate,Orange,NY,12584,00069-1085-30,Paxlovid,4,POINT (-74.05731 41.45539),1750664975.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01950,"825 CONNETQUOT AVE, TERRRACE PLAZA",CVS Pharmacy,Islip Terrace,Suffolk,NY,11752,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-73.172662 40.763915),1366540908.0,04/29/2022 12:00:00 AM,ACTIVE,
UNITY HOSPITAL-UNITY HEALTH SYSTEM,1555 Longpond Rd,,Rochester,Monroe,NY,14626,00310-7442-02,Evusheld,65,POINT (-77.70794 43.19139),,02/15/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Walmart Pharmacy #1831,8770 Dell Center Dr,,Liverpool,Onondaga,NY,13090,00006-5055-06,Lagevrio (molnupiravir),46,POINT (-76.242535 43.188985),1780601856.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10839,1030 PINE AVENUE,,Niagara Falls,Niagara,NY,14301-1120,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-79.04967 43.09496),1982703146.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #00413,1026 MADISON AVENUE,CVS Pharmacy,Albany,Albany,NY,12208,00069-1085-30,Paxlovid,10,POINT (-73.79021 42.66523),1538263389.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 01652,2315 WILLIAM STREET,,Buffalo,Erie,NY,14206-2526,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-78.7852 42.88406),1588773808.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #17728,400 GRAND STREET,CVS Pharmacy,New York,New York,NY,10002,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.9868 40.71612),1609368612.0,04/29/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 579,294 MIDDLE COUNTRY ROAD,,Coram,Suffolk,NY,11727,00069-1085-30,Paxlovid,18,POINT (-73.020476 40.868285),1932131893.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10817,459 SOUTH TRANSIT STREET,,Lockport,Niagara,NY,14094-5506,00006-5055-06,Lagevrio (molnupiravir),170,POINT (-78.697715 43.154545),1174622344.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10543,21B KNOLLS CRESCENT,,Bronx,Bronx,NY,10463-6301,00069-1085-30,Paxlovid,16,POINT (-73.917565 40.87848),1366479636.0,04/30/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2785,441 Commerce Dr,,Victor,Ontario,NY,14564,00006-5055-06,Lagevrio (molnupiravir),40,POINT (-77.43692 43.01799),1659602142.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10834,1454 UNION ROAD,,West Seneca,Erie,NY,14224-2112,00069-1085-30,Paxlovid,31,POINT (-78.75476 42.84),1902905235.0,04/30/2022 12:00:00 AM,ACTIVE,
Marras Pharmacy,217 Remsen St,,Cohoes,Albany,NY,12047,00006-5055-06,Lagevrio (molnupiravir),19,POINT (-73.70026 42.771065),1720662547.0,04/30/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2097,460 Fairview Ave,,Hudson,Columbia,NY,12534,00069-1085-30,Paxlovid,15,POINT (-73.75025 42.278),1417974643.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #03267,2043 KENSINGTON AVE,,Amherst,Erie,NY,14226,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-78.782981 42.949985),1831106871.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #16969,139 FLATBUSH AVE,CVS Pharmacy,Brooklyn,Kings,NY,11217,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.97748 40.68448),1114949765.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #12473,1180 FRENCH RD,,Cheektowaga,Erie,NY,14227,00006-5055-06,Lagevrio (molnupiravir),96,POINT (-78.71037 42.86828),1023310190.0,04/29/2022 12:00:00 AM,ACTIVE,
